preferred_zone,preferred_entry_date,minimum_acceptable_group_size,results_status,awarded_preference,awarded_entry_date,awarded_entrance_code_name,awarded_group_size,processing_sequence,state,year,awarded,preferred_option,preferred_entry_date_month,preferred_entry_date_day
Core Enchantment Zone,08-28-2022,4.0,Awarded,3,09-04-2022,Snow Zone,4,,,2021,False,2,August,Sunday
Core Enchantment Zone,10-06-2022,2.0,Awarded,3,10-06-2022,Snow Zone,2,,,2021,False,2,October,Thursday
Core Enchantment Zone,09-21-2022,3.0,Awarded,3,06-15-2022,Colchuck Zone,3,,,2021,False,2,September,Wednesday
Core Enchantment Zone,06-27-2022,6.0,Awarded,3,06-26-2022,Eightmile/Caroline Zone,6,,,2021,False,2,June,Monday
Core Enchantment Zone,07-26-2022,4.0,Awarded,3,10-18-2022,Core Enchantment Zone,4,,,2021,False,2,July,Tuesday
Colchuck Zone,05-20-2022,4.0,Awarded,3,09-22-2022,Eightmile/Caroline Zone,4,,,2021,False,2,May,Friday
Core Enchantment Zone,09-22-2022,1.0,Awarded,3,10-13-2022,Core Enchantment Zone,1,,,2021,False,2,September,Thursday
Core Enchantment Zone,09-13-2022,2.0,Awarded,3,09-13-2022,Snow Zone,2,,,2021,False,2,September,Tuesday
Core Enchantment Zone,08-30-2022,5.0,Awarded,3,09-28-2022,Snow Zone,5,,,2021,False,2,August,Tuesday
Colchuck Zone,08-18-2022,8.0,Awarded,3,08-04-2022,Snow Zone,8,,,2021,False,2,August,Thursday
Core Enchantment Zone,08-07-2022,2.0,Awarded,3,07-10-2022,Colchuck Zone,2,,,2021,False,2,August,Sunday
Core Enchantment Zone,10-03-2022,4.0,Awarded,3,10-17-2022,Core Enchantment Zone,4,,,2021,False,2,October,Monday
Core Enchantment Zone,09-28-2022,4.0,Awarded,3,10-14-2022,Colchuck Zone,2,,,2021,False,2,September,Wednesday
Core Enchantment Zone,09-02-2022,6.0,Awarded,3,09-09-2022,Stuart  Zone,6,,,2021,False,2,September,Friday
Colchuck Zone,07-25-2022,4.0,Awarded,3,09-04-2022,Eightmile/Caroline Zone,4,,,2021,False,2,July,Monday
Core Enchantment Zone,06-04-2022,8.0,Awarded,3,06-05-2022,Core Enchantment Zone,8,,,2021,False,2,June,Saturday
Colchuck Zone,08-20-2022,4.0,Awarded,3,09-24-2022,Stuart  Zone,4,,,2021,False,2,August,Saturday
Colchuck Zone,09-06-2022,4.0,Awarded,3,10-11-2022,Colchuck Zone,4,,,2021,False,2,September,Tuesday
Core Enchantment Zone,09-15-2022,4.0,Awarded,3,09-14-2022,Snow Zone,6,,,2021,False,2,September,Thursday
Stuart  Zone,05-27-2022,2.0,Awarded,3,05-20-2022,Core Enchantment Zone,2,,,2021,False,2,May,Friday
Colchuck Zone,10-08-2022,8.0,Awarded,3,10-08-2022,Snow Zone,8,,,2021,False,2,October,Saturday
Colchuck Zone,07-04-2022,8.0,Awarded,3,06-12-2022,Eightmile/Caroline Zone,8,,,2021,False,2,July,Monday
Core Enchantment Zone,07-09-2022,6.0,Awarded,3,07-10-2022,Core Enchantment Zone,6,,,2021,False,2,July,Saturday
Colchuck Zone,05-29-2022,4.0,Awarded,3,05-30-2022,Eightmile/Caroline Zone (stock),4,,,2021,False,2,May,Sunday
Colchuck Zone,10-07-2022,8.0,Awarded,3,10-14-2022,Stuart Zone (stock),8,,,2021,False,2,October,Friday
Core Enchantment Zone,07-18-2022,4.0,Awarded,3,07-18-2022,Eightmile/Caroline Zone,4,,,2021,False,2,July,Monday
Colchuck Zone,06-10-2022,1.0,Awarded,3,05-31-2022,Stuart  Zone,1,,,2021,False,2,June,Friday
Core Enchantment Zone,07-08-2022,6.0,Awarded,3,09-05-2022,Core Enchantment Zone,6,,,2021,False,2,July,Friday
Core Enchantment Zone,10-05-2022,8.0,Awarded,3,10-13-2022,Stuart  Zone,8,,,2021,False,2,October,Wednesday
Stuart  Zone,08-12-2022,6.0,Awarded,3,08-20-2022,Eightmile/Caroline Zone,6,,,2021,False,2,August,Friday
Colchuck Zone,10-10-2022,4.0,Awarded,3,10-10-2022,Snow Zone,4,,,2021,False,2,October,Monday
Snow Zone,09-19-2022,4.0,Awarded,3,09-26-2022,Stuart  Zone,4,,,2021,False,2,September,Monday
Colchuck Zone,07-24-2022,6.0,Awarded,3,09-18-2022,Stuart Zone (stock),6,,,2021,False,2,July,Sunday
Core Enchantment Zone,08-24-2022,4.0,Awarded,3,08-25-2022,Snow Zone,4,,,2021,False,2,August,Wednesday
Core Enchantment Zone,07-26-2022,2.0,Awarded,3,07-28-2022,Core Enchantment Zone,2,,,2021,False,2,July,Tuesday
Core Enchantment Zone,07-12-2022,2.0,Awarded,3,07-12-2022,Eightmile/Caroline Zone,2,,,2021,False,2,July,Tuesday
Colchuck Zone,05-27-2022,4.0,Awarded,3,05-27-2022,Snow Zone,3,,,2021,False,2,May,Friday
Colchuck Zone,05-24-2022,3.0,Awarded,3,05-31-2022,Stuart  Zone,3,,,2021,False,2,May,Tuesday
Core Enchantment Zone,08-15-2022,4.0,Awarded,3,07-18-2022,Core Enchantment Zone,4,,,2021,False,2,August,Monday
Core Enchantment Zone,07-15-2022,6.0,Awarded,3,09-01-2022,Colchuck Zone,6,,,2021,False,2,July,Friday
Core Enchantment Zone,09-11-2022,4.0,Awarded,3,10-09-2022,Eightmile/Caroline Zone,4,,,2021,False,2,September,Sunday
Core Enchantment Zone,08-24-2022,4.0,Awarded,3,07-27-2022,Stuart  Zone,4,,,2021,False,2,August,Wednesday
Core Enchantment Zone,08-13-2022,6.0,Awarded,3,08-06-2022,Eightmile/Caroline Zone,6,,,2021,False,2,August,Saturday
Core Enchantment Zone,10-08-2022,2.0,Awarded,3,10-15-2022,Core Enchantment Zone,2,,,2021,False,2,October,Saturday
Core Enchantment Zone,08-21-2022,4.0,Awarded,3,06-05-2022,Core Enchantment Zone,4,,,2021,False,2,August,Sunday
Core Enchantment Zone,06-10-2022,4.0,Awarded,3,06-10-2022,Stuart  Zone,4,,,2021,False,2,June,Friday
Core Enchantment Zone,06-25-2022,2.0,Awarded,3,07-03-2022,Eightmile/Caroline Zone,2,,,2021,False,2,June,Saturday
Snow Zone,07-26-2022,1.0,Awarded,3,06-28-2022,Stuart  Zone,1,,,2021,False,2,July,Tuesday
Eightmile/Caroline Zone,08-19-2022,4.0,Awarded,3,10-07-2022,Snow Zone,4,,,2021,False,2,August,Friday
Colchuck Zone,08-16-2022,5.0,Awarded,3,08-16-2022,Stuart  Zone,5,,,2021,False,2,August,Tuesday
Core Enchantment Zone,09-25-2022,4.0,Awarded,3,10-02-2022,Colchuck Zone,4,,,2021,False,2,September,Sunday
Colchuck Zone,06-24-2022,2.0,Awarded,3,06-26-2022,Stuart  Zone,2,,,2021,False,2,June,Friday
Colchuck Zone,06-17-2022,4.0,Awarded,3,06-03-2022,Snow Zone,4,,,2021,False,2,June,Friday
Core Enchantment Zone,07-09-2022,2.0,Awarded,3,07-16-2022,Core Enchantment Zone,2,,,2021,False,2,July,Saturday
Colchuck Zone,09-15-2022,4.0,Awarded,3,10-13-2022,Stuart  Zone,2,,,2021,False,2,September,Thursday
Colchuck Zone,06-23-2022,5.0,Awarded,3,06-23-2022,Snow Zone,5,,,2021,False,2,June,Thursday
Colchuck Zone,06-04-2022,2.0,Awarded,3,06-05-2022,Colchuck Zone,2,,,2021,False,2,June,Saturday
Core Enchantment Zone,08-30-2022,2.0,Awarded,3,09-05-2022,Core Enchantment Zone,2,,,2021,False,2,August,Tuesday
Snow Zone,08-04-2022,2.0,Awarded,3,09-04-2022,Stuart  Zone,2,,,2021,False,2,August,Thursday
Core Enchantment Zone,10-06-2022,5.0,Awarded,3,10-02-2022,Snow Zone,5,,,2021,False,2,October,Thursday
Core Enchantment Zone,09-29-2022,8.0,Awarded,3,09-15-2022,Colchuck Zone,8,,,2021,False,2,September,Thursday
Colchuck Zone,08-14-2022,1.0,Awarded,3,08-22-2022,Core Enchantment Zone,1,,,2021,False,2,August,Sunday
Core Enchantment Zone,07-01-2022,2.0,Awarded,3,05-20-2022,Core Enchantment Zone,2,,,2021,False,2,July,Friday
Core Enchantment Zone,05-28-2022,5.0,Awarded,3,05-29-2022,Core Enchantment Zone,5,,,2021,False,2,May,Saturday
Core Enchantment Zone,09-04-2022,4.0,Awarded,3,10-09-2022,Snow Zone,4,,,2021,False,2,September,Sunday
Colchuck Zone,08-25-2022,4.0,Awarded,3,09-17-2022,Stuart  Zone,4,,,2021,False,2,August,Thursday
Snow Zone,09-15-2022,8.0,Awarded,3,09-15-2022,Eightmile/Caroline Zone,8,,,2021,False,2,September,Thursday
Stuart  Zone,08-08-2022,2.0,Awarded,3,09-05-2022,Snow Zone,2,,,2021,False,2,August,Monday
Colchuck Zone,07-16-2022,4.0,Awarded,3,06-12-2022,Stuart  Zone,4,,,2021,False,2,July,Saturday
Colchuck Zone,09-19-2022,6.0,Awarded,3,09-25-2022,Snow Zone,6,,,2021,False,2,September,Monday
Colchuck Zone,08-15-2022,6.0,Awarded,3,08-22-2022,Eightmile/Caroline Zone,6,,,2021,False,2,August,Monday
Colchuck Zone,09-24-2022,2.0,Awarded,3,09-24-2022,Eightmile/Caroline Zone,2,,,2021,False,2,September,Saturday
Core Enchantment Zone,10-15-2022,4.0,Awarded,3,09-25-2022,Snow Zone,4,,,2021,False,2,October,Saturday
Colchuck Zone,09-10-2022,2.0,Awarded,3,09-03-2022,Stuart  Zone,2,,,2021,False,2,September,Saturday
Core Enchantment Zone,09-10-2022,8.0,Awarded,3,09-17-2022,Core Enchantment Zone,8,,,2021,False,2,September,Saturday
Snow Zone,09-14-2022,8.0,Awarded,3,09-21-2022,Snow Zone,8,,,2021,False,2,September,Wednesday
Core Enchantment Zone,08-27-2022,7.0,Awarded,3,09-03-2022,Snow Zone,7,,,2021,False,2,August,Saturday
Colchuck Zone,06-20-2022,3.0,Awarded,3,06-20-2022,Snow Zone,3,,,2021,False,2,June,Monday
Colchuck Zone,05-18-2022,5.0,Awarded,3,05-18-2022,Stuart  Zone,5,,,2021,False,2,May,Wednesday
Colchuck Zone,06-27-2022,4.0,Awarded,3,07-18-2022,Stuart  Zone,4,,,2021,False,2,June,Monday
Core Enchantment Zone,09-12-2022,2.0,Awarded,3,09-12-2022,Snow Zone,2,,,2021,False,2,September,Monday
Snow Zone,07-27-2022,3.0,Awarded,3,08-03-2022,Snow Zone,3,,,2021,False,2,July,Wednesday
Snow Zone,09-15-2022,8.0,Awarded,3,09-22-2022,Snow Zone,8,,,2021,False,2,September,Thursday
Colchuck Zone,06-24-2022,4.0,Awarded,3,10-14-2022,Eightmile/Caroline Zone (stock),4,,,2021,False,2,June,Friday
Core Enchantment Zone,10-01-2022,8.0,Awarded,3,10-08-2022,Core Enchantment Zone,8,,,2021,False,2,October,Saturday
Core Enchantment Zone,09-09-2022,8.0,Awarded,3,08-28-2022,Core Enchantment Zone,8,,,2021,False,2,September,Friday
Colchuck Zone,07-04-2022,6.0,Awarded,3,06-13-2022,Stuart  Zone,6,,,2021,False,2,July,Monday
Core Enchantment Zone,08-23-2022,4.0,Awarded,3,06-22-2022,Colchuck Zone,4,,,2021,False,2,August,Tuesday
Core Enchantment Zone,06-17-2022,7.0,Awarded,3,08-15-2022,Snow Zone,7,,,2021,False,2,June,Friday
Colchuck Zone,08-15-2022,4.0,Awarded,3,05-23-2022,Colchuck Zone,4,,,2021,False,2,August,Monday
Core Enchantment Zone,08-24-2022,6.0,Awarded,3,10-05-2022,Core Enchantment Zone,4,,,2021,False,2,August,Wednesday
Colchuck Zone,08-29-2022,3.0,Awarded,3,08-29-2022,Stuart  Zone,3,,,2021,False,2,August,Monday
Core Enchantment Zone,09-05-2022,4.0,Awarded,3,08-30-2022,Colchuck Zone,4,,,2021,False,2,September,Monday
Colchuck Zone,05-28-2022,8.0,Awarded,3,05-29-2022,Colchuck Zone,8,,,2021,False,2,May,Saturday
Core Enchantment Zone,07-27-2022,4.0,Awarded,3,09-27-2022,Stuart Zone (stock),4,,,2021,False,2,July,Wednesday
Stuart  Zone,06-28-2022,8.0,Awarded,3,06-15-2022,Snow Zone,8,,,2021,False,2,June,Tuesday
Core Enchantment Zone,09-28-2022,2.0,Awarded,3,08-22-2022,Core Enchantment Zone,2,,,2021,False,2,September,Wednesday
Colchuck Zone,06-26-2022,2.0,Awarded,3,06-26-2022,Eightmile/Caroline Zone,2,,,2021,False,2,June,Sunday
Core Enchantment Zone,09-19-2022,2.0,Awarded,3,10-04-2022,Core Enchantment Zone,2,,,2021,False,2,September,Monday
Snow Zone,08-25-2022,2.0,Awarded,3,10-31-2022,Snow Zone,2,,,2021,False,2,August,Thursday
Snow Zone,08-03-2022,8.0,Awarded,3,08-03-2022,Stuart  Zone,8,,,2021,False,2,August,Wednesday
Colchuck Zone,08-13-2022,6.0,Awarded,3,08-14-2022,Eightmile/Caroline Zone,6,,,2021,False,2,August,Saturday
Core Enchantment Zone,09-08-2022,4.0,Awarded,3,10-13-2022,Core Enchantment Zone,4,,,2021,False,2,September,Thursday
Colchuck Zone,08-20-2022,4.0,Awarded,3,09-10-2022,Snow Zone,4,,,2021,False,2,August,Saturday
Core Enchantment Zone,08-31-2022,1.0,Awarded,3,10-06-2022,Core Enchantment Zone,1,,,2021,False,2,August,Wednesday
Snow Zone,07-30-2022,4.0,Awarded,3,08-27-2022,Stuart  Zone,2,,,2021,False,2,July,Saturday
Stuart  Zone,08-13-2022,6.0,Awarded,3,06-04-2022,Snow Zone,6,,,2021,False,2,August,Saturday
Core Enchantment Zone,10-07-2022,8.0,Awarded,3,10-24-2022,Core Enchantment Zone,8,,,2021,False,2,October,Friday
Colchuck Zone,08-28-2022,6.0,Awarded,3,08-28-2022,Stuart  Zone,6,,,2021,False,2,August,Sunday
Core Enchantment Zone,07-20-2022,2.0,Awarded,3,07-13-2022,Stuart  Zone,4,,,2021,False,2,July,Wednesday
Core Enchantment Zone,09-13-2022,3.0,Awarded,3,09-12-2022,Stuart  Zone,3,,,2021,False,2,September,Tuesday
Colchuck Zone,06-09-2022,6.0,Awarded,3,05-29-2022,Eightmile/Caroline Zone,6,,,2021,False,2,June,Thursday
Core Enchantment Zone,08-21-2022,4.0,Awarded,3,08-14-2022,Eightmile/Caroline Zone,4,,,2021,False,2,August,Sunday
Core Enchantment Zone,08-09-2022,2.0,Awarded,3,08-16-2022,Colchuck Zone,2,,,2021,False,2,August,Tuesday
Colchuck Zone,09-24-2022,2.0,Awarded,3,10-15-2022,Colchuck Zone,2,,,2021,False,2,September,Saturday
Core Enchantment Zone,05-15-2022,2.0,Awarded,3,05-15-2022,Snow Zone,2,,,2021,False,2,May,Sunday
Core Enchantment Zone,09-18-2022,2.0,Awarded,3,09-04-2022,Snow Zone,2,,,2021,False,2,September,Sunday
Stuart  Zone,09-01-2022,6.0,Awarded,3,05-26-2022,Eightmile/Caroline Zone,6,,,2021,False,2,September,Thursday
Core Enchantment Zone,08-10-2022,2.0,Awarded,3,10-19-2022,Core Enchantment Zone,2,,,2021,False,2,August,Wednesday
Colchuck Zone,08-22-2022,4.0,Awarded,3,10-15-2022,Snow Zone,4,,,2021,False,2,August,Monday
Core Enchantment Zone,07-16-2022,5.0,Awarded,3,07-17-2022,Core Enchantment Zone,1,,,2021,False,2,July,Saturday
Colchuck Zone,07-09-2022,8.0,Awarded,3,07-16-2022,Stuart  Zone,8,,,2021,False,2,July,Saturday
Core Enchantment Zone,07-20-2022,6.0,Awarded,3,07-20-2022,Eightmile/Caroline Zone,6,,,2021,False,2,July,Wednesday
Colchuck Zone,08-15-2022,4.0,Awarded,3,08-22-2022,Colchuck Zone,4,,,2021,False,2,August,Monday
Colchuck Zone,06-30-2022,8.0,Awarded,3,05-28-2022,Colchuck Zone,8,,,2021,False,2,June,Thursday
Colchuck Zone,09-14-2022,2.0,Awarded,3,08-31-2022,Snow Zone,2,,,2021,False,2,September,Wednesday
Colchuck Zone,08-13-2022,3.0,Awarded,3,08-14-2022,Stuart  Zone,3,,,2021,False,2,August,Saturday
Snow Zone,06-25-2022,2.0,Awarded,3,06-25-2022,Colchuck Zone,2,,,2021,False,2,June,Saturday
Colchuck Zone,09-30-2022,5.0,Awarded,3,10-07-2022,Colchuck Zone,5,,,2021,False,2,September,Friday
Snow Zone,10-09-2022,6.0,Awarded,3,10-16-2022,Snow Zone,6,,,2021,False,2,October,Sunday
Colchuck Zone,10-10-2022,4.0,Awarded,3,10-10-2022,Snow Zone,4,,,2021,False,2,October,Monday
Snow Zone,08-12-2022,7.0,Awarded,3,05-26-2022,Snow Zone,7,,,2021,False,2,August,Friday
Core Enchantment Zone,07-31-2022,6.0,Awarded,3,07-24-2022,Eightmile/Caroline Zone,6,,,2021,False,2,July,Sunday
Snow Zone,10-14-2022,6.0,Awarded,3,10-15-2022,Snow Zone,6,,,2021,False,2,October,Friday
Colchuck Zone,09-03-2022,8.0,Awarded,3,07-23-2022,Snow Zone,8,,,2021,False,2,September,Saturday
Snow Zone,07-22-2022,4.0,Awarded,3,10-28-2022,Stuart  Zone,4,,,2021,False,2,July,Friday
Core Enchantment Zone,09-22-2022,4.0,Awarded,3,10-04-2022,Core Enchantment Zone,4,,,2021,False,2,September,Thursday
Colchuck Zone,09-05-2022,5.0,Awarded,3,07-04-2022,Snow Zone,4,,,2021,False,2,September,Monday
Colchuck Zone,05-15-2022,4.0,Awarded,3,10-30-2022,Snow Zone,6,,,2021,False,2,May,Sunday
Stuart  Zone,09-29-2022,2.0,Awarded,3,10-20-2022,Stuart  Zone,2,,,2021,False,2,September,Thursday
Snow Zone,09-24-2022,8.0,Awarded,3,10-01-2022,Snow Zone,8,,,2021,False,2,September,Saturday
Snow Zone,09-12-2022,4.0,Awarded,3,09-27-2022,Eightmile/Caroline Zone,4,,,2021,False,2,September,Monday
Colchuck Zone,06-17-2022,3.0,Awarded,3,05-27-2022,Stuart  Zone,3,,,2021,False,2,June,Friday
Core Enchantment Zone,07-02-2022,8.0,Awarded,3,07-03-2022,Snow Zone,8,,,2021,False,2,July,Saturday
Colchuck Zone,09-20-2022,5.0,Awarded,3,09-20-2022,Eightmile/Caroline Zone (stock),7,,,2021,False,2,September,Tuesday
Core Enchantment Zone,09-22-2022,4.0,Awarded,3,09-15-2022,Eightmile/Caroline Zone,4,,,2021,False,2,September,Thursday
Core Enchantment Zone,09-23-2022,4.0,Awarded,3,08-25-2022,Stuart  Zone,4,,,2021,False,2,September,Friday
Stuart  Zone,10-14-2022,4.0,Awarded,3,10-21-2022,Stuart  Zone,4,,,2021,False,2,October,Friday
Core Enchantment Zone,09-07-2022,5.0,Awarded,3,09-21-2022,Core Enchantment Zone,5,,,2021,False,2,September,Wednesday
Eightmile/Caroline Zone,07-11-2022,6.0,Awarded,3,06-30-2022,Stuart  Zone,6,,,2021,False,2,July,Monday
Core Enchantment Zone,08-24-2022,4.0,Awarded,3,08-31-2022,Snow Zone,4,,,2021,False,2,August,Wednesday
Core Enchantment Zone,07-19-2022,4.0,Awarded,3,06-15-2022,Core Enchantment Zone,4,,,2021,False,2,July,Tuesday
Core Enchantment Zone,09-16-2022,2.0,Awarded,3,09-30-2022,Core Enchantment Zone,2,,,2021,False,2,September,Friday
Core Enchantment Zone,09-12-2022,6.0,Awarded,3,09-13-2022,Core Enchantment Zone,6,,,2021,False,2,September,Monday
Core Enchantment Zone,07-21-2022,4.0,Awarded,3,07-11-2022,Snow Zone,3,,,2021,False,2,July,Thursday
Core Enchantment Zone,09-17-2022,4.0,Awarded,3,10-21-2022,Eightmile/Caroline Zone,4,,,2021,False,2,September,Saturday
Colchuck Zone,09-23-2022,2.0,Awarded,3,09-23-2022,Stuart  Zone,2,,,2021,False,2,September,Friday
Snow Zone,07-24-2022,7.0,Awarded,3,07-24-2022,Stuart  Zone,7,,,2021,False,2,July,Sunday
Core Enchantment Zone,08-05-2022,4.0,Awarded,3,08-07-2022,Core Enchantment Zone,4,,,2021,False,2,August,Friday
Snow Zone,09-15-2022,8.0,Awarded,3,09-22-2022,Snow Zone,8,,,2021,False,2,September,Thursday
Core Enchantment Zone,08-25-2022,8.0,Awarded,3,08-21-2022,Core Enchantment Zone,8,,,2021,False,2,August,Thursday
Colchuck Zone,09-08-2022,4.0,Awarded,3,10-04-2022,Colchuck Zone,4,,,2021,False,2,September,Thursday
Colchuck Zone,06-15-2022,4.0,Awarded,3,06-15-2022,Snow Zone,4,,,2021,False,2,June,Wednesday
Core Enchantment Zone,10-06-2022,4.0,Awarded,3,10-13-2022,Stuart  Zone,4,,,2021,False,2,October,Thursday
Stuart  Zone,08-04-2022,3.0,Awarded,3,09-07-2022,Snow Zone,3,,,2021,False,2,August,Thursday
Core Enchantment Zone,09-16-2022,8.0,Awarded,3,09-09-2022,Colchuck Zone,8,,,2021,False,2,September,Friday
Colchuck Zone,06-20-2022,4.0,Awarded,3,06-01-2022,Snow Zone,4,,,2021,False,2,June,Monday
Colchuck Zone,09-01-2022,2.0,Awarded,3,09-15-2022,Stuart  Zone,2,,,2021,False,2,September,Thursday
Core Enchantment Zone,07-22-2022,8.0,Awarded,3,08-26-2022,Stuart  Zone,8,,,2021,False,2,July,Friday
Core Enchantment Zone,06-11-2022,2.0,Awarded,3,09-24-2022,Snow Zone,2,,,2021,False,2,June,Saturday
Stuart  Zone,06-22-2022,8.0,Awarded,3,06-22-2022,Eightmile/Caroline Zone,8,,,2021,False,2,June,Wednesday
Colchuck Zone,06-18-2022,6.0,Awarded,3,06-19-2022,Colchuck Zone,6,,,2021,False,2,June,Saturday
Colchuck Zone,09-13-2022,6.0,Awarded,3,09-20-2022,Colchuck Zone,6,,,2021,False,2,September,Tuesday
Stuart  Zone,09-09-2022,2.0,Awarded,3,09-09-2022,Snow Zone,2,,,2021,False,2,September,Friday
Colchuck Zone,08-05-2022,4.0,Awarded,3,08-18-2022,Colchuck Zone,4,,,2021,False,2,August,Friday
Stuart Zone (stock),10-15-2022,2.0,Awarded,3,10-22-2022,Stuart Zone (stock),2,,,2021,False,2,October,Saturday
Colchuck Zone,08-17-2022,2.0,Awarded,3,08-22-2022,Stuart  Zone,2,,,2021,False,2,August,Wednesday
Core Enchantment Zone,07-22-2022,4.0,Awarded,3,07-22-2022,Snow Zone,4,,,2021,False,2,July,Friday
Colchuck Zone,08-08-2022,6.0,Awarded,3,08-17-2022,Eightmile/Caroline Zone,6,,,2021,False,2,August,Monday
Colchuck Zone,07-30-2022,8.0,Awarded,3,08-06-2022,Stuart  Zone,8,,,2021,False,2,July,Saturday
Colchuck Zone,07-01-2022,4.0,Awarded,3,07-01-2022,Eightmile/Caroline Zone,4,,,2021,False,2,July,Friday
Core Enchantment Zone,07-20-2022,6.0,Awarded,3,08-22-2022,Eightmile/Caroline Zone,6,,,2021,False,2,July,Wednesday
Colchuck Zone,07-13-2022,6.0,Awarded,3,06-14-2022,Snow Zone,6,,,2021,False,2,July,Wednesday
Snow Zone,10-05-2022,4.0,Awarded,3,10-11-2022,Snow Zone,5,,,2021,False,2,October,Wednesday
Snow Zone,09-29-2022,2.0,Awarded,3,10-04-2022,Snow Zone,2,,,2021,False,2,September,Thursday
Core Enchantment Zone,07-27-2022,8.0,Awarded,3,10-26-2022,Core Enchantment Zone,8,,,2021,False,2,July,Wednesday
Stuart  Zone,07-22-2022,8.0,Awarded,3,09-30-2022,Stuart  Zone,8,,,2021,False,2,July,Friday
Eightmile/Caroline Zone,07-13-2022,6.0,Awarded,3,07-20-2022,Snow Zone,6,,,2021,False,2,July,Wednesday
Snow Zone,08-30-2022,2.0,Awarded,3,08-30-2022,Stuart  Zone,2,,,2021,False,2,August,Tuesday
Eightmile/Caroline Zone,09-03-2022,6.0,Awarded,3,05-30-2022,Snow Zone,6,,,2021,False,2,September,Saturday
Core Enchantment Zone,08-25-2022,4.0,Awarded,3,07-25-2022,Core Enchantment Zone,2,,,2021,False,2,August,Thursday
Core Enchantment Zone,07-16-2022,5.0,Awarded,3,07-23-2022,Colchuck Zone,5,,,2021,False,2,July,Saturday
Core Enchantment Zone,09-05-2022,5.0,Awarded,3,08-31-2022,Colchuck Zone,5,,,2021,False,2,September,Monday
Stuart  Zone,07-18-2022,4.0,Awarded,3,05-30-2022,Stuart  Zone,4,,,2021,False,2,July,Monday
Core Enchantment Zone,10-22-2022,8.0,Awarded,3,10-29-2022,Core Enchantment Zone,8,,,2021,False,2,October,Saturday
Core Enchantment Zone,05-28-2022,5.0,Awarded,3,05-29-2022,Core Enchantment Zone,5,,,2021,False,2,May,Saturday
Stuart  Zone,07-31-2022,2.0,Awarded,3,07-31-2022,Eightmile/Caroline Zone,2,,,2021,False,2,July,Sunday
Snow Zone,09-23-2022,4.0,Awarded,3,09-25-2022,Stuart Zone (stock),4,,,2021,False,2,September,Friday
Colchuck Zone,08-26-2022,4.0,Awarded,3,06-25-2022,Snow Zone,4,,,2021,False,2,August,Friday
Core Enchantment Zone,06-12-2022,5.0,Awarded,3,05-18-2022,Stuart  Zone,5,,,2021,False,2,June,Sunday
Core Enchantment Zone,08-10-2022,8.0,Awarded,3,07-27-2022,Colchuck Zone,6,,,2021,False,2,August,Wednesday
Core Enchantment Zone,09-27-2022,2.0,Awarded,3,09-27-2022,Snow Zone,2,,,2021,False,2,September,Tuesday
Colchuck Zone,05-23-2022,4.0,Awarded,3,05-23-2022,Snow Zone,4,,,2021,False,2,May,Monday
Stuart  Zone,10-06-2022,2.0,Awarded,3,10-09-2022,Stuart  Zone,2,,,2021,False,2,October,Thursday
Core Enchantment Zone,08-17-2022,2.0,Awarded,3,08-23-2022,Snow Zone,2,,,2021,False,2,August,Wednesday
Core Enchantment Zone,10-15-2022,8.0,Awarded,3,10-22-2022,Core Enchantment Zone,8,,,2021,False,2,October,Saturday
Colchuck Zone,10-03-2022,8.0,Awarded,3,10-03-2022,Stuart  Zone,8,,,2021,False,2,October,Monday
Colchuck Zone,09-09-2022,8.0,Awarded,3,09-23-2022,Colchuck Zone,8,,,2021,False,2,September,Friday
Core Enchantment Zone,08-16-2022,2.0,Awarded,3,08-16-2022,Stuart  Zone,2,,,2021,False,2,August,Tuesday
Stuart  Zone,06-17-2022,8.0,Awarded,3,06-10-2022,Snow Zone,8,,,2021,False,2,June,Friday
Core Enchantment Zone,08-03-2022,2.0,Awarded,3,08-31-2022,Core Enchantment Zone,2,,,2021,False,2,August,Wednesday
Core Enchantment Zone,08-08-2022,6.0,Awarded,3,06-21-2022,Core Enchantment Zone,6,,,2021,False,2,August,Monday
Stuart  Zone,10-04-2022,2.0,Awarded,3,09-28-2022,Eightmile/Caroline Zone,2,,,2021,False,2,October,Tuesday
Colchuck Zone,08-08-2022,2.0,Awarded,3,08-09-2022,Snow Zone,2,,,2021,False,2,August,Monday
Colchuck Zone,06-18-2022,2.0,Awarded,3,06-11-2022,Stuart  Zone,2,,,2021,False,2,June,Saturday
Core Enchantment Zone,09-22-2022,2.0,Awarded,3,10-12-2022,Colchuck Zone,2,,,2021,False,2,September,Thursday
Core Enchantment Zone,06-07-2022,4.0,Awarded,3,06-07-2022,Snow Zone,4,,,2021,False,2,June,Tuesday
Core Enchantment Zone,09-12-2022,2.0,Awarded,3,09-05-2022,Eightmile/Caroline Zone,2,,,2021,False,2,September,Monday
Colchuck Zone,10-04-2022,6.0,Awarded,3,10-05-2022,Snow Zone,4,,,2021,False,2,October,Tuesday
Core Enchantment Zone,08-19-2022,3.0,Awarded,3,09-04-2022,Core Enchantment Zone,3,,,2021,False,2,August,Friday
Colchuck Zone,07-24-2022,3.0,Awarded,3,07-24-2022,Snow Zone,3,,,2021,False,2,July,Sunday
Colchuck Zone,10-21-2022,6.0,Awarded,3,10-21-2022,Snow Zone,6,,,2021,False,2,October,Friday
